,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
1677,25,1,2017,31,1,2017,H1B,WORLD WILDLIFE FUND US,DC,UNITED STATES OF AMERICA,MARKETING,813312.0,1,Y,45510.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70200.0,0.0,Year,N,N,DC,20037,CERTIFIED
1678,27,2,2017,3,3,2017,H1B,SAP LABS LLC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,114338.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,129680.0,220400.0,Year,N,N,CA,94304,CERTIFIED
1679,29,11,2016,5,12,2016,H1B,FORD MOTOR COMPANY,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,336111.0,1,Y,71323.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71323.0,113700.0,Year,N,N,MI,48124,CERTIFIED
1680,31,1,2017,6,2,2017,H1B,PROKARMA INC,NE,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,106101.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,115000.0,125000.0,Year,Y,N,WA,98006,CERTIFIED
1681,22,3,2017,28,3,2017,H1B,MACHINE ZONE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,511210.0,25,Y,65062.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65062.0,145000.0,Year,N,N,CA,94304,CERTIFIED
1682,17,3,2017,23,3,2017,H1B,KALTECH CONSULTING INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,46301.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,TX,75248,CERTIFIED
1683,7,3,2017,13,3,2017,H1B,GHG SYSTEMS INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,74443.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74443.0,0.0,Year,N,N,CA,94086,CERTIFIED
1684,23,3,2017,29,3,2017,H1B,TOPNOTCH TECHNOLOGY SERVICES INC,NJ,UNITED STATES OF AMERICA,IT MANAGERS,541511.0,1,Y,55910.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,56650.0,0.0,Year,Y,N,NJ,8854,CERTIFIED
1685,5,3,2017,9,3,2017,H1B,WIPRO LLC,NJ,UNITED STATES OF AMERICA,MULTIMEDIA ARTISTS AND ANIMATORS,541511.0,3,Y,86424.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,86424.0,0.0,Year,Y,N,CA,94538,CERTIFIED
1686,3,2,2017,9,2,2017,H1B,ADVANSOFT INTERNATIONAL INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,102731.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,102731.0,120000.0,Year,Y,N,TX,77046,CERTIFIED
1687,3,5,2017,9,5,2017,H1B,MARMARA ACCOUNTING and MANAGEMENT SERVICES INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,561110.0,1,Y,25.94,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,25.94,0.0,Hour,N,N,NJ,8034,CERTIFIED
1688,17,5,2017,23,5,2017,H1B,OREGON STATE UNIVERSITY,OR,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611310.0,1,Y,31775.0,Year,Other,2016.0,AAMC SURVEY OF RESIDENT FELLOW STIPENDS,31776.0,0.0,Year,N,N,OR,97331,CERTIFIED
1689,18,5,2017,24,5,2017,H1B,PROSPECT INFOSYS INC,MO,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,71906.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,Y,N,MO,63017,CERTIFIED
1690,21,12,2016,28,12,2016,H1B,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,Y,63107.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,79200.0,0.0,Year,N,N,MN,55402,CERTIFIED
1691,30,3,2017,5,4,2017,H1B,VIRTUSA CORPORATION,MA,UNITED STATES OF AMERICA,LOGISTICIANS,541511.0,1,Y,71781.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,98885.0,0.0,Year,Y,N,NJ,8820,CERTIFIED
1692,24,2,2017,2,3,2017,H1B,NEW HOUSTON HEALTH,TN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621111.0,1,Y,68848.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,80500.0,0.0,Year,N,N,TX,77063,CERTIFIED
1693,8,5,2017,12,5,2017,H1B,APPLE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334111.0,1,Y,134618.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,145000.0,165000.0,Year,N,N,CA,95014,CERTIFIED
1694,22,3,2017,28,3,2017,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,73091.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73091.0,87000.0,Year,Y,N,CA,95035,CERTIFIED
1695,6,3,2017,10,3,2017,H1B,MISSION CAPITAL ADVISORS LLC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,522292.0,1,Y,95160.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,NY,10010,CERTIFIED
1696,14,10,2016,20,10,2016,H1B,PRESTIGE FINANCIAL SERVICES INC,UT,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,522220.0,1,Y,78998.0,Year,Other,2016.0,ONLINE WAGE LIBRARY,88000.0,0.0,Year,N,N,UT,84115,CERTIFIED
1697,16,3,2017,22,3,2017,H1B,PVR AMERICA INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,62754.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,63000.0,0.0,Year,Y,N,TX,75038,CERTIFIED
1698,10,11,2016,17,11,2016,H1B,LIQUIDHUB INC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,108035.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,145000.0,0.0,Year,N,N,PA,19611,CERTIFIED
1699,17,3,2017,23,3,2017,H1B,TECHLAND INC,PR,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,Y,47382.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,100000.0,Year,N,N,PR,901,CERTIFIED
1700,6,6,2017,12,6,2017,H1B,UNIVERSITY OF ALASKA,AK,UNITED STATES OF AMERICA,INTERNIST,611310.0,1,Y,95000.0,Year,CBA,2014.0,NONE,95000.0,0.0,Year,N,N,AK,99508,CERTIFIED
1701,20,3,2017,24,3,2017,H1B,HDR ENGINEERING INC,NE,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541330.0,1,Y,55723.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,55723.0,0.0,Year,N,N,FL,33014,CERTIFIED
1702,14,3,2017,21,3,2017,H1B,EHEALTHINSURANCE SERVICES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,524210.0,1,Y,106623.0,Year,Other,2017.0,RADFORD GLOBAL SURVEY,106623.0,127000.0,Year,N,N,CA,94043,CERTIFIED
1703,3,3,2017,9,3,2017,H1B,CYBERSOURCE CORPORATION,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,522320.0,1,Y,98987.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,102034.0,126685.0,Year,N,N,CA,94404,CERTIFIED
1704,3,3,2017,9,3,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,85634.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85634.0,0.0,Year,Y,N,OH,44720,CERTIFIED
1705,1,2,2017,7,2,2017,H1B,NISUM TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,127150.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,129780.0,0.0,Year,Y,N,CA,94107,CERTIFIED
1706,6,10,2016,13,10,2016,H1B,SAIBERSYS INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,48818.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,49000.0,0.0,Year,Y,N,AZ,85054,CERTIFIED
1707,15,12,2016,21,12,2016,H1B,JEFFERSON HOSPITAL ASSOCIATION,AR,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,622110.0,1,Y,47237.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,50500.0,0.0,Year,N,N,AR,71603,CERTIFIED
1708,3,4,2017,7,4,2017,H1B,HMI NORTH AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,33441.0,1,Y,55432.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,Y,N,NY,12020,CERTIFIED
1709,23,3,2017,29,3,2017,H1B,EKSOURCE TECHNOLOGIES INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,73986.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,74000.0,0.0,Year,Y,N,TN,37067,CERTIFIED
1710,10,3,2017,16,3,2017,H1B,SITA CORP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,67496.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68000.0,0.0,Year,N,N,MA,2125,CERTIFIED
1711,8,3,2017,14,3,2017,H1B,SILICON STAFF IT SERVICES INC,CA,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,74443.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,CA,94085,CERTIFIED
1712,22,6,2017,28,6,2017,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,MULTIMEDIA ARTISTS AND ANIMATORS,541511.0,1,Y,71677.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71677.0,0.0,Year,Y,N,NY,14604,CERTIFIED
1713,25,1,2017,31,1,2017,H1B,CISCO SYSTEMS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334111.0,5,Y,104250.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,104250.0,168300.0,Year,N,N,WA,98004,CERTIFIED
1714,28,11,2016,2,12,2016,H1B,PARKER HANNIFIN CORPORATION,OH,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,332919.0,1,Y,84261.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85000.0,90000.0,Year,N,N,NC,28273,CERTIFIED
1715,23,3,2017,29,3,2017,H1B,SMALLBOARDCOM,CA,UNITED STATES OF AMERICA,ENGINEERS,541519.0,1,Y,75941.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75941.0,0.0,Year,Y,N,CA,91107,CERTIFIED
1716,9,2,2017,15,2,2017,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,94620.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,94620.0,0.0,Year,Y,N,CA,95035,CERTIFIED
1717,19,10,2016,25,10,2016,H1B,MEGATRENDZ MEDIA USA INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519.0,1,Y,55910.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,NJ,7645,CERTIFIED
1718,21,12,2016,28,12,2016,H1B,POINT72 ASSET MANAGEMENT LP,CT,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523920.0,1,Y,125923.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,175000.0,0.0,Year,N,N,CT,6902,CERTIFIED
1719,27,3,2017,31,3,2017,H1B,RELIC SOLUTIONS LLC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,71843.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,74000.0,0.0,Year,N,N,IL,60018,CERTIFIED
1720,11,5,2017,17,5,2017,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,DOCTORS,541511.0,1,Y,71510.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,71510.0,0.0,Year,Y,N,VA,23238,CERTIFIED
1721,7,3,2017,13,3,2017,H1B,DEXCOM INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,334510.0,1,Y,54829.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55000.08,0.0,Year,N,N,CA,92121,CERTIFIED
1722,29,11,2016,5,12,2016,H1B,OMNIVISION TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,334413.0,1,Y,108805.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,115000.0,0.0,Year,Y,N,CA,95054,CERTIFIED
1723,14,11,2016,18,11,2016,H1B,ALLIED INFORMATICS INC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,55390.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,62000.0,0.0,Year,Y,N,GA,30097,CERTIFIED
1724,27,3,2017,31,3,2017,H1B,AGREEYA SOLUTIONS INC,CA,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,41870.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,CA,92656,CERTIFIED
1725,30,9,2016,6,10,2016,H1B,INVENTIV HEALTH CLINICAL LLC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541712.0,1,Y,71635.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,139360.0,0.0,Year,N,N,NJ,8807,CERTIFIED
1726,6,4,2017,12,4,2017,H1B,FIRST TEK INC,NJ,UNITED STATES OF AMERICA,SCIENTIST,541511.0,1,Y,47965.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,Y,N,FL,32399,CERTIFIED
1727,22,3,2017,28,3,2017,H1B,SandR PROFESSIONALSLP,TX,UNITED STATES OF AMERICA,DOCTORS,541511.0,1,Y,74006.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,IL,60714,CERTIFIED
1728,28,3,2017,3,4,2017,H1B,LAW OFFICES OF JIANWEI HUANG INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5411.0,1,N,42.84,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,43.0,0.0,Hour,N,N,CA,91776,CERTIFIED
1729,16,6,2017,22,6,2017,H1B,THE JACKSON LABORATORY,ME,UNITED STATES OF AMERICA,ANALYSTS,541712.0,1,Y,42723.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55984.0,0.0,Year,N,N,CT,6032,CERTIFIED
1730,14,12,2016,20,12,2016,H1B,THE UNIVERSITY OF TOLEDO,OH,UNITED STATES OF AMERICA,FINANCE,611310.0,1,Y,36296.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,42161.0,0.0,Year,N,N,OH,43614,CERTIFIED
1731,15,2,2017,22,2,2017,H1B,CAREMARK LLC,RI,UNITED STATES OF AMERICA,ANALYSTS,424210.0,1,Y,102461.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,102461.0,139474.0,Year,N,N,IL,60515,CERTIFIED
1732,30,3,2017,5,4,2017,H1B,CHARTER GLOBAL INC,GA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,68827.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68827.0,84000.0,Year,Y,N,TX,75081,CERTIFIED
1733,17,2,2017,24,2,2017,H1B,CAPGEMINI AMERICA INC,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,94723.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,94800.0,0.0,Year,Y,N,TX,77056,CERTIFIED
1734,13,3,2017,17,3,2017,H1B,SAIPSIT INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,63274.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,64000.0,0.0,Year,Y,N,TX,77099,CERTIFIED
1735,25,4,2017,1,5,2017,H1B,CHIVE INTERNATIONAL LLC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541611.0,1,N,29.0,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,29.0,0.0,Hour,N,N,CT,6510,CERTIFIED
1736,25,2,2017,2,3,2017,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,DOCTORS,54161.0,15,Y,64174.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,NJ,7960,CERTIFIED
1737,23,2,2017,1,3,2017,H1B,DELVIOM LLC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,83346.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85000.0,100000.0,Year,Y,N,CA,92101,CERTIFIED
1738,28,2,2017,6,3,2017,H1B,CENTAURUS TECHNOLOGY PARTNERS LLC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68827.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,TX,75039,CERTIFIED
1739,17,2,2017,24,2,2017,H1B,KPK TECHNOLOGIES INC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,78208.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,78208.0,0.0,Year,Y,N,MO,63146,CERTIFIED
1740,21,11,2016,28,11,2016,H1B,MOVILITAS CONSULTING LLC,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,105414.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,105414.0,125000.0,Year,N,N,WA,98007,CERTIFIED
1741,1,3,2017,7,3,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,91458.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,92913.0,0.0,Year,Y,N,AZ,85027,CERTIFIED
1742,8,5,2017,12,5,2017,H1B,I 9 TECHNOLOGIES INC,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,76918.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,N,N,MD,21075,CERTIFIED
1743,22,3,2017,28,3,2017,H1B,AIM BIG INC,IL,UNITED STATES OF AMERICA,SCIENTIST,541511.0,1,Y,23.58,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,23.58,39.33,Hour,Y,N,IL,60661,CERTIFIED
1744,25,1,2017,31,1,2017,H1B,ERNST and YOUNG US LLP,NJ,UNITED STATES OF AMERICA,ANALYSTS,541211.0,1,Y,61734.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,CA,90017,CERTIFIED
1745,18,1,2017,24,1,2017,H1B,SYSTEMS TECHNOLOGY GROUP INC,MI,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,29.79,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,35.0,0.0,Hour,Y,N,MI,48126,CERTIFIED
1746,20,1,2017,26,1,2017,H1B,DIGERATI SYSTEMS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,51147.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,69000.0,0.0,Year,Y,N,PA,17102,CERTIFIED
1747,10,1,2017,17,1,2017,H1B,ERNST and YOUNG US LLP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211.0,1,Y,49005.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,OH,44113,CERTIFIED
1748,14,3,2017,20,3,2017,H1B,STEELCASE INC,MI,UNITED STATES OF AMERICA,ENGINEERS,3372.0,1,Y,55994.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55994.0,0.0,Year,N,N,MI,49508,CERTIFIED
1749,11,10,2016,18,10,2016,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,SCIENTIST,54161.0,15,Y,89814.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,89814.0,164300.0,Year,N,N,IL,60606,CERTIFIED
1750,11,10,2016,18,10,2016,H1B,HCL AMERICA INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,81786.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,81786.0,102000.0,Year,Y,N,FL,32830,CERTIFIED
1751,15,11,2016,21,11,2016,H1B,TERADYNE INFOTECH,MI,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,68515.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,68515.0,0.0,Year,Y,N,PA,19355,CERTIFIED
1752,9,12,2016,15,12,2016,H1B,AMAZON CORPORATE LLC,WA,UNITED STATES OF AMERICA,ANALYSTS,454111.0,1,Y,122533.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,152300.0,0.0,Year,N,N,WA,98101,CERTIFIED
1753,6,3,2017,10,3,2017,H1B,GREAT PLAINS WOMENS HEALTH CENTER PC,ND,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621111.0,1,Y,238810.0,Year,Other,2016.0,MGMA SALARY SURVEY,320000.0,0.0,Year,N,N,ND,58801,CERTIFIED
1754,21,12,2016,28,12,2016,H1B,DB GLOBAL TECHNOLOGY INC,NC,UNITED STATES OF AMERICA,ANALYSTS,523110.0,1,Y,80933.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,102000.0,0.0,Year,N,N,NC,27513,CERTIFIED
1755,25,4,2017,1,5,2017,H1B,CJW CONTRACTORS,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,236220.0,1,Y,50939.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,51000.0,0.0,Year,N,N,VA,22102,CERTIFIED
1756,6,4,2017,12,4,2017,H1B,LOGIC PLANET INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,84864.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,84864.0,0.0,Year,Y,N,NY,10504,CERTIFIED
1757,11,1,2017,18,1,2017,H1B,GRANDISON MANAGEMENT INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,56131.0,10,Y,26.29,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,26.29,0.0,Hour,N,N,NY,13057,CERTIFIED
1758,23,1,2017,27,1,2017,H1B,DELOITTE CONSULTING LLP,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54161.0,15,Y,70866.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,104000.0,156000.0,Year,N,N,MO,64106,CERTIFIED
1759,10,1,2017,17,1,2017,E3 Australian,BANK STREET PRODUCTIONS LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,541613.0,1,N,49.59,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,49.59,0.0,Hour,,,NY,10014,CERTIFIED
1760,6,3,2017,10,3,2017,H1B,SVS VISION INC,MI,UNITED STATES OF AMERICA,ENGINEERS,621320.0,1,Y,20.24,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,50.0,55.0,Hour,N,N,MI,48236,CERTIFIED
1761,24,2,2017,2,3,2017,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,15,Y,62150.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62150.0,87000.0,Year,Y,N,DE,19805,CERTIFIED
1762,14,2,2017,21,2,2017,H1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,51605.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,CA,94583,CERTIFIED
1763,24,3,2017,30,3,2017,H1B,WISETEK PROVIDERS INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,90646.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,91000.0,0.0,Year,N,N,VA,22030,CERTIFIED
1764,7,2,2017,13,2,2017,H1B,CAPGEMINI AMERICA INC,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,70283.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70300.0,0.0,Year,Y,N,IL,60015,CERTIFIED
1765,11,4,2017,17,4,2017,E3 Australian,DROGA5 LLC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541810.0,1,Y,146203.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,185000.0,0.0,Year,,,NY,10005,CERTIFIED
1766,23,5,2017,30,5,2017,H1B,JPMORGAN CHASE and CO,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,551112.0,1,Y,128149.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,138000.0,0.0,Year,N,N,DE,19801,CERTIFIED
1767,9,3,2017,15,3,2017,H1B,BELK INC,NC,UNITED STATES OF AMERICA,ANALYSTS,452111.0,1,Y,63669.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,64000.0,0.0,Year,N,N,NC,28217,CERTIFIED
1768,28,3,2017,3,4,2017,H1B,SP TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ENGINEERS,541511.0,5,Y,45386.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,45400.0,0.0,Year,N,N,TX,75052,CERTIFIED
1769,31,1,2017,6,2,2017,H1B,AGILENT TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334419.0,1,Y,117298.0,Year,Other,2016.0,RADFORD GLOBAL SURVEY,117298.0,0.0,Year,N,N,CA,95051,CERTIFIED
1770,2,3,2017,8,3,2017,H1B,BLOOMINGDALESCOM INC,CA,UNITED STATES OF AMERICA,ANALYSTS,454111.0,1,Y,53165.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55000.0,0.0,Year,N,N,NY,10022,CERTIFIED
1771,21,3,2017,27,3,2017,H1B,TERADATA OPERATIONS INC,OH,UNITED STATES OF AMERICA,FINANCE,541513.0,1,Y,114774.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,127216.0,0.0,Year,N,N,MA,2210,CERTIFIED
1772,16,3,2017,22,3,2017,H1B,SAP LABS LLC,CA,UNITED STATES OF AMERICA,ENGINEERS,54151.0,1,Y,75774.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,99000.0,0.0,Year,N,N,CA,94304,CERTIFIED
1773,5,6,2017,11,6,2017,H1B,FACEBOOK INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,518112.0,1,Y,120896.0,Year,Other,2017.0,RADFORD GLOBAL SURVEY,135000.0,0.0,Year,Y,N,CA,94025,CERTIFIED
